@relation EX1Z7279C60U_Exp22_RMS

@attribute RFLP_RMS_AatII numeric
@attribute RFLP_RMS_AbsI numeric
@attribute RFLP_RMS_AccI numeric
@attribute RFLP_RMS_AclI numeric
@attribute RFLP_RMS_AcyI numeric
@attribute RFLP_RMS_AflII numeric
@attribute RFLP_RMS_AflIII numeric
@attribute RFLP_RMS_AgeI numeric
@attribute RFLP_RMS_AgsI numeric
@attribute RFLP_RMS_AhaIII numeric
@attribute RFLP_RMS_AluI numeric
@attribute RFLP_RMS_AlwNI numeric
@attribute RFLP_RMS_AoxI numeric
@attribute RFLP_RMS_ApaBI numeric
@attribute RFLP_RMS_ApaI numeric
@attribute RFLP_RMS_ApaLI numeric
@attribute RFLP_RMS_ApoI numeric
@attribute RFLP_RMS_AscI numeric
@attribute RFLP_RMS_AsuI numeric
@attribute RFLP_RMS_AsuII numeric
@attribute RFLP_RMS_AvaI numeric
@attribute RFLP_RMS_AvaII numeric
@attribute RFLP_RMS_AvrII numeric
@attribute RFLP_RMS_BalI numeric
@attribute RFLP_RMS_BamHI numeric
@attribute RFLP_RMS_BclI numeric
@attribute RFLP_RMS_BetI numeric
@attribute RFLP_RMS_BglI numeric
@attribute RFLP_RMS_BglII numeric
@attribute RFLP_RMS_BisI numeric
@attribute RFLP_RMS_BsaAI numeric
@attribute RFLP_RMS_BsaBI numeric
@attribute RFLP_RMS_BsePI numeric
@attribute RFLP_RMS_BseSI numeric
@attribute RFLP_RMS_BsiYI numeric
@attribute RFLP_RMS_Bsp1407I numeric
@attribute RFLP_RMS_BspHI numeric
@attribute RFLP_RMS_BspLU11I numeric
@attribute RFLP_RMS_BspMII numeric
@attribute RFLP_RMS_BstEII numeric
@attribute RFLP_RMS_BstXI numeric
@attribute RFLP_RMS_Cac8I numeric
@attribute RFLP_RMS_CauII numeric
@attribute RFLP_RMS_Cfr10I numeric
@attribute RFLP_RMS_CfrI numeric
@attribute RFLP_RMS_ClaI numeric
@attribute RFLP_RMS_CviJI numeric
@attribute RFLP_RMS_CviRI numeric
@attribute RFLP_RMS_DdeI numeric
@attribute RFLP_RMS_DpnI numeric
@attribute RFLP_RMS_DraII numeric
@attribute RFLP_RMS_DraIII numeric
@attribute RFLP_RMS_DrdI numeric
@attribute RFLP_RMS_DsaI numeric
@attribute RFLP_RMS_Eam1105I numeric
@attribute RFLP_RMS_Eco47III numeric
@attribute RFLP_RMS_EcoNI numeric
@attribute RFLP_RMS_EcoRI numeric
@attribute RFLP_RMS_EcoRII numeric
@attribute RFLP_RMS_EcoRV numeric
@attribute RFLP_RMS_EspI numeric
@attribute RFLP_RMS_FaiI numeric
@attribute RFLP_RMS_Fnu4HI numeric
@attribute RFLP_RMS_FnuDII numeric
@attribute RFLP_RMS_FseI numeric
@attribute RFLP_RMS_FspAI numeric
@attribute RFLP_RMS_GlaI numeric
@attribute RFLP_RMS_HaeI numeric
@attribute RFLP_RMS_HaeII numeric
@attribute RFLP_RMS_HaeIII numeric
@attribute RFLP_RMS_HgiAI numeric
@attribute RFLP_RMS_HgiCI numeric
@attribute RFLP_RMS_HgiJII numeric
@attribute RFLP_RMS_HhaI numeric
@attribute RFLP_RMS_HindII numeric
@attribute RFLP_RMS_HindIII numeric
@attribute RFLP_RMS_HinfI numeric
@attribute RFLP_RMS_HpaI numeric
@attribute RFLP_RMS_HpaII numeric
@attribute RFLP_RMS_Hpy178III numeric
@attribute RFLP_RMS_Hpy188I numeric
@attribute RFLP_RMS_Hpy99I numeric
@attribute RFLP_RMS_KpnI numeric
@attribute RFLP_RMS_KroI numeric
@attribute RFLP_RMS_MaeI numeric
@attribute RFLP_RMS_MaeII numeric
@attribute RFLP_RMS_MaeIII numeric
@attribute RFLP_RMS_MauBI numeric
@attribute RFLP_RMS_MboI numeric
@attribute RFLP_RMS_McrI numeric
@attribute RFLP_RMS_MfeI numeric
@attribute RFLP_RMS_MluI numeric
@attribute RFLP_RMS_MseI numeric
@attribute RFLP_RMS_MslI numeric
@attribute RFLP_RMS_MstI numeric
@attribute RFLP_RMS_MwoI numeric
@attribute RFLP_RMS_NaeI numeric
@attribute RFLP_RMS_NarI numeric
@attribute RFLP_RMS_NcoI numeric
@attribute RFLP_RMS_NdeI numeric
@attribute RFLP_RMS_NheI numeric
@attribute RFLP_RMS_NlaIII numeric
@attribute RFLP_RMS_NlaIV numeric
@attribute RFLP_RMS_NotI numeric
@attribute RFLP_RMS_NruI numeric
@attribute RFLP_RMS_NspBII numeric
@attribute RFLP_RMS_NspI numeric
@attribute RFLP_RMS_OliI numeric
@attribute RFLP_RMS_PacI numeric
@attribute RFLP_RMS_PasI numeric
@attribute RFLP_RMS_PcsI numeric
@attribute RFLP_RMS_PflMI numeric
@attribute RFLP_RMS_PfoI numeric
@attribute RFLP_RMS_PmaCI numeric
@attribute RFLP_RMS_PmeI numeric
@attribute RFLP_RMS_PpuMI numeric
@attribute RFLP_RMS_PshAI numeric
@attribute RFLP_RMS_PsiI numeric
@attribute RFLP_RMS_PspXI numeric
@attribute RFLP_RMS_PstI numeric
@attribute RFLP_RMS_PvuI numeric
@attribute RFLP_RMS_PvuII numeric
@attribute RFLP_RMS_RsaI numeric
@attribute RFLP_RMS_RsrII numeric
@attribute RFLP_RMS_SacI numeric
@attribute RFLP_RMS_SacII numeric
@attribute RFLP_RMS_SalI numeric
@attribute RFLP_RMS_SanDI numeric
@attribute RFLP_RMS_SauI numeric
@attribute RFLP_RMS_ScaI numeric
@attribute RFLP_RMS_ScrFI numeric
@attribute RFLP_RMS_SduI numeric
@attribute RFLP_RMS_SecI numeric
@attribute RFLP_RMS_SetI numeric
@attribute RFLP_RMS_SexAI numeric
@attribute RFLP_RMS_SfeI numeric
@attribute RFLP_RMS_SfiI numeric
@attribute RFLP_RMS_SgeI numeric
@attribute RFLP_RMS_SgfI numeric
@attribute RFLP_RMS_SgrAI numeric
@attribute RFLP_RMS_SgrDI numeric
@attribute RFLP_RMS_SmaI numeric
@attribute RFLP_RMS_SmlI numeric
@attribute RFLP_RMS_SnaBI numeric
@attribute RFLP_RMS_SpeI numeric
@attribute RFLP_RMS_SphI numeric
@attribute RFLP_RMS_SplI numeric
@attribute RFLP_RMS_SrfI numeric
@attribute RFLP_RMS_Sse232I numeric
@attribute RFLP_RMS_Sse8387I numeric
@attribute RFLP_RMS_Sse8647I numeric
@attribute RFLP_RMS_SspI numeric
@attribute RFLP_RMS_StuI numeric
@attribute RFLP_RMS_StyI numeric
@attribute RFLP_RMS_SwaI numeric
@attribute RFLP_RMS_TaqI numeric
@attribute RFLP_RMS_TatI numeric
@attribute RFLP_RMS_TauI numeric
@attribute RFLP_RMS_TfiI numeric
@attribute RFLP_RMS_TseI numeric
@attribute RFLP_RMS_Tsp45I numeric
@attribute RFLP_RMS_Tsp4CI numeric
@attribute RFLP_RMS_TspEI numeric
@attribute RFLP_RMS_TspRI numeric
@attribute RFLP_RMS_Tth111I numeric
@attribute RFLP_RMS_VspI numeric
@attribute RFLP_RMS_XbaI numeric
@attribute RFLP_RMS_XcmI numeric
@attribute RFLP_RMS_XhoI numeric
@attribute RFLP_RMS_XhoII numeric
@attribute RFLP_RMS_XmaIII numeric
@attribute RFLP_RMS_XmnI numeric
@attribute Class {HIV1_M,HIV1_N,HIV1_O,HIV1_P}

@data
9098,9098,1318.531,9098,6421.954,3070.062,3685.787,9098,667.874,1226.914,279.751,3819.972,435.855,1841.950,5534.303,9098,751.474,9098,507.852,9098,4162.001,887.289,2560.895,3383.823,9098,5306.853,6228.155,9098,3008.384,584.305,5498.104,9098,5199.876,1807.349,692.688,2057.300,4636.595,3685.787,6228.155,9098,2343.715,846.811,2485.957,9098,2848.685,9098,103.256,284.923,423.517,410.877,2571.357,4777.857,9098,3734.452,3535.739,9098,5192.149,3387.050,418.499,3825.036,4789.317,85.000,584.305,3348.732,9098,9098,2411.051,749.483,6419.837,435.841,6353.857,1903.665,3417.143,2411.041,2031.985,2350.268,507.304,5167.756,2256.898,476.173,472.202,6384.654,3685.779,9098,295.283,3329.259,594.534,9098,410.869,9098,1975.985,9098,251.646,1217.849,9098,553.310,9098,6421.954,3734.452,2828.759,9098,334.536,639.453,9098,9098,1610.164,2160.376,5401.756,9098,9098,9098,2665.899,3100.444,9098,9098,2945.770,9098,4832.215,9098,2176.505,9098,1792.749,282.783,9098,6353.857,9098,9098,2945.770,3107.457,1334.764,363.481,1445.843,454.182,144.085,6054.867,620.159,9098,26.062,9098,9098,9098,6348.972,1235.908,9098,2390.449,5873.213,9098,9098,9098,3286.372,9098,2701.079,9098,1154.527,9098,2198.066,517.194,3871.622,789.726,626.590,1480.026,449.735,201.817,664.485,9098,3237.437,9098,3355.256,5900.505,1037.872,9098,2784.837,HIV1_M
9644,9644,1154.875,9644,6384.819,2637.081,2582.425,4265.652,745.769,1042.655,319.365,1702.070,472.289,1888.504,5580.013,9644,793.270,9644,470.573,9644,4874.977,833.221,3327.420,2302.896,4932.878,5381.357,3176.161,3386.396,1903.288,516.044,5359.347,9644,6337.210,1686.677,627.999,1811.711,5820.031,2582.425,5257.533,9644,2408.035,971.018,2285.138,4265.652,2302.916,5536.743,103.854,272.730,469.455,526.371,1875.074,5139.355,9644,4826.925,4387.148,9644,3763.019,4909.919,412.300,5160.776,6292.015,95.916,516.044,3699.172,9644,9644,2738.928,811.319,6382.853,472.282,3004.908,1767.151,1940.149,2738.926,2818.373,2735.789,748.811,9644,1580.054,505.226,452.559,3192.025,2330.538,9644,355.392,3210.917,548.445,9644,526.305,9644,2246.820,9644,222.546,1186.634,9644,480.012,9644,6384.819,9644,3017.321,3747.839,390.235,575.101,9644,9644,1231.559,1762.094,5800.505,9644,9644,9644,3381.878,3453.415,9644,9644,2215.247,3936.727,4136.076,9644,2844.845,9644,1503.318,285.390,9644,4461.344,4826.791,4918.005,4340.046,2749.902,1388.838,348.734,1094.180,378.125,133.455,9644,748.223,9644,24.421,9644,9644,9644,9644,1248.090,5359.347,3988.390,9644,9644,9644,9644,9644,5357.167,1664.236,5230.718,873.665,9644,2278.712,558.039,3691.084,982.746,540.139,1219.362,473.254,239.284,502.454,5660.646,5341.581,6418.363,3294.045,6321.017,936.002,9644,3072.476,HIV1_M
9680,9680,2216.410,9680,3074.842,3223.639,3448.498,5784.072,649.204,2437.996,318.224,2229.451,527.220,1895.669,5614.234,6361.937,831.747,9680,554.926,9680,9680,860.475,2505.771,2585.012,9680,3566.706,3307.401,9680,3514.460,605.523,9680,5171.584,9680,2574.498,671.368,1984.725,9680,3448.498,5238.585,5861.334,2661.566,789.902,5241.430,5784.072,2585.523,9680,92.718,301.908,372.933,522.335,2026.443,3462.039,6080.737,2821.702,2134.255,4970.844,3758.645,9680,411.348,9680,3648.639,85.885,605.523,3834.847,9680,9680,2377.736,779.414,3768.238,527.199,1467.071,1519.265,2053.168,2377.734,2014.518,5241.734,473.891,3862.160,1933.299,538.960,534.871,4969.934,2115.567,9680,433.680,9680,623.673,9680,522.268,9680,2870.883,9680,224.155,1036.886,9680,423.920,9680,6410.211,3346.684,2740.914,3230.584,356.144,470.769,9680,9680,2386.678,1769.764,5240.389,5017.035,9680,4892.109,3400.057,3279.547,9680,9680,2451.196,2688.142,2459.381,9680,2534.227,9680,3890.729,338.677,9680,5240.704,9680,9680,3775.473,2741.638,5235.038,398.322,776.111,539.463,123.900,9680,952.462,9680,27.428,9680,9680,9680,9680,1398.923,9680,5881.714,9680,9680,9680,9680,9680,5692.768,2605.792,5456.277,996.193,9680,1816.721,724.659,1982.394,856.122,819.620,989.800,439.373,188.881,390.299,9680,5212.840,2805.078,3061.845,9680,1082.080,9680,6038.021,HIV1_M
9674,9674,1832.269,9674,6406.635,2780.284,3450.319,5779.372,645.082,1745.949,289.189,1702.373,658.775,1588.271,4569.836,6359.006,812.182,9674,622.996,9674,4896.927,1066.569,3777.606,2597.887,4934.288,5412.186,3206.213,5664.043,3450.908,573.936,5569.037,9674,9674,2695.512,630.097,1579.487,9674,3858.262,4197.597,9674,2657.629,739.840,3741.442,5779.372,2597.846,9674,92.853,288.796,361.509,635.124,2339.141,5146.565,4193.962,4904.352,3224.314,6059.024,3205.170,3826.110,428.593,3455.783,4838.538,86.851,573.936,4394.846,9674,9674,2991.725,916.117,4597.888,658.779,1684.005,1744.745,1525.746,2991.695,1618.888,5278.937,559.331,4046.164,2304.423,508.221,441.911,3746.211,2334.530,9674,342.954,5568.541,830.003,9674,635.130,9674,2873.957,9674,213.242,878.954,9674,334.101,9674,6406.635,4904.352,3079.731,3855.591,352.486,512.183,9674,9674,1562.081,1992.695,5803.569,9674,9674,9674,3396.831,3270.437,5569.037,9674,3606.584,3342.981,2855.943,9674,2647.347,9674,2061.189,351.522,9674,2823.385,9674,9674,5443.948,2755.461,3190.729,400.160,842.945,569.326,135.018,9674,783.095,9674,25.471,9674,9674,9674,6796.149,759.031,9674,5876.973,5911.258,9674,9674,9674,9674,5688.112,1937.075,5238.002,1348.576,9674,2916.966,679.207,6340.865,975.443,592.992,1504.247,417.187,180.196,316.651,9674,3554.177,4877.212,3060.037,9674,1278.744,9674,6011.184,HIV1_M
9032,9032,1720.548,9032,4260.981,1828.654,2850.951,5622.878,674.860,1332.841,265.191,2544.871,648.048,2169.110,5437.190,6246.768,691.677,9032,531.417,9032,5626.455,900.775,3319.595,2865.752,9032,9032,4514.087,9032,3349.319,509.699,5186.208,4941.081,9032,2888.806,544.788,1932.385,9032,3192.552,6291.157,9032,2522.793,1062.026,9032,5622.878,2865.395,9032,94.653,276.494,396.999,662.816,1849.892,4777.851,5744.280,3111.187,3546.048,3643.584,3466.219,4533.857,425.430,3326.441,4526.973,79.199,509.699,3278.344,9032,9032,1777.339,957.955,3103.020,648.089,2366.043,1458.581,1841.780,1777.312,1354.375,3442.927,668.309,3785.524,4514.163,538.550,447.697,3682.247,1766.329,9032,364.778,3804.489,678.570,9032,662.878,9032,3115.203,9032,237.242,1118.521,9032,390.201,9032,6297.426,3111.187,2109.953,3624.802,344.930,478.047,9032,9032,1729.315,2150.364,5424.969,9032,4820.812,9032,3172.940,4589.486,5186.208,9032,2378.084,3175.093,2334.595,9032,2236.273,9032,2206.405,374.825,9032,9032,9032,9032,5630.633,2594.361,2824.487,425.431,955.466,581.832,119.560,9032,919.173,9032,25.864,9032,9032,9032,9032,1042.276,9032,5728.864,9032,9032,9032,9032,9032,4175.988,2142.650,9032,1128.438,9032,2910.955,719.566,2097.826,989.938,592.072,1256.370,372.385,154.801,441.003,9032,4691.179,2725.121,3289.025,9032,1133.558,9032,9032,HIV1_M
9633,9633,1543.274,9633,3891.960,3230.067,3266.111,5058.689,777.239,1484.532,280.883,1541.185,531.981,3368.533,9633,4833.372,937.970,9633,618.579,9633,9633,885.218,2340.728,3905.023,4925.924,5533.676,3391.238,9633,5321.001,683.157,9633,9633,6329.456,1609.511,569.986,1808.115,9633,3266.111,5250.631,9633,3069.392,929.410,6553.797,5058.689,2568.186,6252.268,98.157,317.203,451.618,468.015,1858.298,5140.631,9633,5090.474,4373.969,4990.029,3766.200,4818.882,476.022,3427.682,9633,91.998,683.157,6328.159,9633,9633,1624.363,873.314,3026.440,531.960,1772.609,1801.702,2143.041,1624.289,2025.377,2677.028,519.866,5284.200,3008.620,677.131,461.530,3737.862,2329.327,9633,344.021,4062.866,792.959,9633,468.069,9633,2648.202,9633,225.212,932.110,9633,784.822,9633,6377.060,9633,3577.382,3258.227,396.649,597.288,9633,9633,1548.203,2379.609,5796.212,9633,9633,9633,2816.920,3450.238,9633,9633,2176.574,4833.372,2935.105,9633,2923.022,9633,1913.569,328.875,9633,4455.854,9633,9633,2635.471,2405.658,3105.662,459.749,826.013,599.817,136.545,9633,831.667,9633,25.141,9633,9633,9633,9633,1434.746,9633,3541.926,5878.685,9633,9633,9633,9633,5344.176,1948.922,4282.646,1494.113,9633,3148.569,765.074,4820.071,1071.849,703.067,1608.148,489.822,210.544,607.753,5654.127,2755.791,9633,4883.390,9633,1280.154,9633,2383.833,HIV1_M
9688,9688,1523.267,9688,6415.199,2650.046,2583.623,9688,557.452,1493.864,267.805,3251.648,464.299,2128.796,9688,9688,967.474,9688,595.251,9688,4360.247,968.673,2186.445,4852.733,4943.731,9688,5282.356,9688,3618.080,638.344,9688,9688,6367.576,2398.954,717.434,2167.704,9688,2583.623,5282.356,9688,2067.244,856.774,9688,9688,2547.475,9688,98.839,326.857,447.404,544.584,1427.998,5148.047,9688,4913.417,5702.492,3476.334,3768.320,4847.964,425.104,3456.765,9688,99.760,638.344,6366.278,9688,9688,1528.771,863.224,2792.101,464.276,4482.834,1256.003,2036.472,1528.793,1859.137,2625.560,595.164,3294.168,5282.361,544.886,397.730,3203.417,2078.866,9688,415.681,9688,642.161,9688,544.650,9688,2222.854,9688,214.696,1270.659,9688,595.881,9688,6415.199,4913.417,3990.891,3281.922,365.109,481.701,9688,9688,1766.996,1728.344,5246.386,9688,9688,9688,3401.079,2698.514,9688,9688,2018.102,4864.673,5538.372,9688,3398.591,9688,2210.169,339.424,9688,4482.834,9688,9688,3017.158,4952.944,4244.645,425.092,1437.030,640.706,122.392,9688,874.450,9688,25.970,9688,9688,9688,9688,1277.141,9688,5408.620,9688,9688,9688,9688,5241.024,4979.563,2348.300,9688,1329.138,9688,2400.863,597.297,3506.375,1121.977,672.075,2709.002,383.878,199.526,744.037,5691.439,2618.170,5312.353,3150.059,9688,977.380,9688,1837.818,HIV1_M
8848,8848,1046.325,8848,8848,3289.005,2838.677,8848,586.101,1415.781,297.354,2869.881,548.483,2302.671,8848,8848,805.675,8848,558.762,8848,3351.704,714.328,1573.597,3315.368,8848,5230.285,6110.483,8848,2853.898,860.227,2867.791,3338.098,8848,2110.399,733.680,1763.567,8848,3562.261,6110.483,4681.752,1931.913,856.495,4251.436,4941.718,2862.831,8848,99.100,276.182,650.755,428.480,1653.136,4633.347,8848,8848,4300.907,3122.785,3344.707,4460.697,436.005,2796.656,8848,90.253,860.227,8848,8848,8848,1886.108,977.384,3122.842,548.456,4798.225,2183.270,3599.714,1886.389,2354.853,2499.924,642.864,8848,2928.270,551.261,547.934,3351.849,2498.707,8848,366.520,2546.468,640.822,8848,428.528,8848,4075.938,8848,223.515,889.371,8848,653.659,8848,8848,8848,2531.315,2692.734,367.989,565.656,8848,8848,2357.804,1826.050,5269.044,8848,5966.220,8848,3129.916,2453.191,8848,8848,2350.605,4499.901,2399.334,8848,2779.829,8848,3182.114,281.025,8848,4798.225,8848,8848,5471.173,2989.266,1749.563,408.735,1572.219,607.294,133.303,8848,847.327,8848,25.165,8848,8848,8848,8848,1722.434,4844.425,4214.488,4694.993,8848,8848,8848,5021.668,8848,1525.182,3899.005,1107.463,8848,2236.200,442.507,3375.573,914.300,967.790,1426.707,413.682,165.818,978.526,5557.117,1515.868,3480.951,2728.047,8848,1079.013,8848,3044.094,HIV1_M
9602,9602,1584.496,9602,4260.186,2137.687,3430.059,9602,681.670,1131.232,294.163,2587.898,487.981,1716.776,5559.858,6303.715,800.942,9602,663.691,3619.123,3975.681,1338.551,2272.158,2887.531,4162.973,9602,5229.943,9602,1811.328,453.255,9602,2772.829,9602,2845.149,480.389,1430.026,9602,3430.059,5229.943,9602,2627.509,875.871,2283.716,9602,2094.434,9602,94.233,311.216,363.473,383.449,1555.028,5120.004,6026.695,2729.697,4371.431,9602,3751.147,4803.869,379.757,5231.550,5717.572,93.839,453.255,2415.974,9602,9602,2703.387,961.058,6349.301,487.972,3008.720,1353.271,1835.023,2703.318,1923.889,4266.853,595.504,5116.192,1923.063,431.035,349.031,6316.694,1879.674,9602,340.042,9602,770.548,9602,383.455,9602,2166.241,9602,227.681,1364.850,9602,547.016,9602,6351.265,5156.697,3563.271,3247.420,437.977,511.081,9602,9602,2246.465,1585.891,5758.646,9602,9602,9602,2491.513,4915.335,9602,4924.957,2500.984,9602,2736.083,9602,4076.948,9602,3198.953,320.494,9602,5232.961,4805.634,9602,9602,2018.886,3093.685,321.173,1119.557,437.554,128.993,9602,987.628,9602,25.634,9602,9602,9602,5232.768,1200.052,9602,2741.607,9602,9602,9602,9602,5189.840,3656.570,2082.548,9602,1263.270,9602,1590.482,623.866,1608.837,898.840,519.818,1778.015,540.283,217.601,341.682,9602,1454.760,3810.514,2222.648,9602,784.639,9602,2658.045,HIV1_M
8257,8257,1228.278,5750.176,8257,2185.459,2987.310,8257,743.363,1455.982,318.312,2481.207,520.972,2133.303,5056.480,8257,925.042,8257,610.554,8257,5372.236,1091.271,2096.298,2531.790,3087.671,3878.657,4482.330,8257,4414.286,497.845,8257,4173.541,8257,2207.693,513.771,2114.372,8257,2987.310,8257,8257,1692.360,921.068,2576.223,8257,2532.468,8257,102.420,255.517,439.154,563.902,1496.056,4460.821,8257,4195.982,4899.073,5812.477,2476.945,4137.287,490.990,4560.953,5236.042,83.663,497.845,8257,8257,8257,3541.584,928.120,5813.885,520.975,4574.646,1788.547,2749.427,3542.075,3171.008,2807.474,427.083,4571.635,1904.869,651.463,407.436,4267.045,2053.271,8257,417.846,5750.176,620.515,8257,563.866,8257,2065.999,8257,186.067,913.673,8257,574.238,8257,8257,4195.982,3175.490,4168.557,406.431,521.737,8257,8257,2359.028,1513.418,3626.730,8257,8257,8257,1808.614,2768.878,8257,8257,2301.525,4161.307,8257,8257,1386.119,8257,2359.028,355.835,8257,8257,8257,8257,5376.718,2030.242,3741.200,420.700,1338.886,573.985,122.224,8257,724.945,8257,28.016,8257,8257,8257,8257,1403.313,8257,2587.773,5155.904,8257,8257,8257,4620.396,3854.938,1314.366,4888.335,942.611,8257,3343.732,641.681,3093.145,611.155,543.939,1637.627,396.146,255.965,396.034,8257,1660.762,4309.119,2352.236,8257,1682.023,8257,4150.369,HIV1_M
8096,8096,1438.632,8096,8096,2998.463,2416.934,8096,532.780,1852.671,323.204,3070.582,456.736,2574.380,4947.760,3427.867,747.013,8096,675.511,8096,5358.491,1563.463,1890.481,2467.085,4094.001,4719.299,4838.265,8096,1617.292,535.339,4055.347,4085.059,8096,1629.562,686.648,1604.787,8096,3247.771,4838.265,8096,2213.250,717.299,3277.663,8096,2467.752,4051.526,99.122,266.542,475.448,367.452,1685.974,8096,5471.386,3146.588,5046.831,8096,3215.448,8096,389.305,8096,8096,76.242,535.339,8096,8096,8096,4075.078,808.586,8096,456.731,2230.628,2274.490,2680.073,4075.566,3811.821,4384.853,543.945,8096,2503.278,406.101,432.332,8096,2741.594,8096,390.792,1713.639,607.281,8096,367.522,8096,2317.785,8096,231.002,1265.336,8096,587.561,8096,8096,4128.638,4056.862,4080.502,425.002,610.632,8096,8096,1883.196,1740.844,5135.974,8096,8096,8096,2326.136,2726.054,4055.347,4205.190,3822.335,4073.940,4811.061,8096,1585.818,8096,2325.237,385.013,8096,8096,8096,8096,5363.080,2428.775,8096,355.145,1014.262,512.851,118.589,8096,777.138,8096,28.274,8096,8096,8096,8096,1203.145,8096,3056.702,8096,8096,8096,8096,4520.448,5036.697,1808.590,4855.865,1071.907,8096,3112.415,609.628,2588.291,841.798,580.189,2074.306,405.068,181.343,485.928,8096,2049.243,2268.739,2475.072,8096,899.406,8096,1583.403,HIV1_M
8782,8782,1322.562,8782,3227.489,3261.378,3552.030,8782,756.050,1746.652,340.474,2317.982,571.009,2975.730,5428.016,8782,687.740,8782,617.177,8782,8782,1097.045,1967.868,2775.200,4399.232,8782,6057.624,8782,2549.886,601.100,8782,8782,8782,2565.525,503.423,1543.558,8782,3552.030,6057.624,4905.938,2497.836,1185.216,3818.080,8782,2775.918,8782,100.548,274.777,414.181,654.637,1750.269,4608.176,5960.015,4416.833,4270.733,4741.456,4458.348,3089.027,371.832,3800.294,5610.254,85.881,601.100,4101.652,8782,8782,1700.593,1121.046,4740.701,570.962,3199.162,2449.581,1868.037,1700.779,1761.430,3732.545,566.346,4617.985,3105.443,665.661,410.947,4462.923,2450.705,8782,366.434,4738.067,610.557,8782,654.687,8782,1820.345,8782,226.834,1111.274,8782,767.052,8782,8782,4416.833,2431.274,6194.980,401.226,578.413,8782,8782,2298.925,2657.820,5220.173,8782,8782,8782,2600.508,4441.822,8782,8782,2430.008,3547.295,5818.763,8782,1605.689,8782,2914.138,305.755,8782,6190.749,8782,8782,8782,5801.083,1573.069,346.376,1056.779,463.228,125.079,5765.939,774.060,8782,28.792,8782,8782,8782,8782,1240.805,8782,3257.417,8782,8782,8782,8782,4984.079,5163.620,2201.700,5363.514,1241.350,8782,2848.123,641.610,2297.271,784.352,714.727,1865.974,329.458,163.531,452.528,8782,1419.937,8782,1981.173,8782,1505.217,8782,1962.243,HIV1_M
8349,8349,957.599,8349,8349,3091.505,3474.280,8349,883.909,1251.978,349.004,2136.893,708.046,2922.125,5125.827,8349,482.724,8349,516.264,5618.524,5369.726,872.658,2147.586,2580.244,4202.637,3431.701,8349,8349,2927.211,543.039,4701.828,4229.280,8349,3598.503,648.241,1652.878,8349,4442.446,8349,4616.629,2326.423,1168.751,4359.192,8349,2580.933,5207.121,106.305,289.946,553.716,564.720,1462.209,4475.831,8349,4231.713,4023.795,3478.159,4289.940,2242.553,390.791,4631.250,3345.523,76.703,543.039,8349,8349,8349,2089.736,1359.437,3478.570,708.053,2999.614,2103.722,2047.331,2090.076,2780.096,5702.262,558.696,8349,4359.762,449.702,443.945,4296.005,2854.213,8349,421.453,2114.256,658.806,8349,564.694,8349,1811.383,8349,242.652,926.615,8349,773.288,8349,8349,4231.713,3046.085,8349,375.099,641.880,8349,8349,2691.398,2703.987,3510.235,8349,8349,8349,2044.470,3457.730,8349,8349,1769.348,4215.778,3325.895,8349,1300.352,8349,3186.932,305.002,8349,4177.584,8349,8349,5374.132,3000.742,2592.484,373.433,1222.198,542.001,112.613,5460.803,628.517,8349,29.187,8349,8349,8349,8349,1375.905,4701.828,2125.078,8349,8349,8349,8349,4691.745,4239.633,1143.256,5062.221,1519.712,8349,2256.586,688.608,3284.666,790.764,600.288,2049.019,311.088,158.876,420.791,8349,1920.279,4180.804,1952.579,8349,1505.734,8349,1590.316,HIV1_M
8936,8936,1292.592,4541.903,4249.294,2754.362,2489.570,8936,603.967,1994.888,323.962,2617.630,584.518,2834.727,5442.673,6265.197,641.747,8936,496.229,8936,3770.556,1003.488,2777.372,2789.910,3140.841,3691.003,6163.728,8936,2987.253,465.023,4905.884,4470.793,8936,3171.204,557.659,1957.722,8936,2489.570,6163.728,8936,2515.411,1077.760,2633.102,3195.414,2790.596,8936,102.788,252.390,451.752,620.660,1630.820,3658.614,5961.697,4502.585,4282.738,8936,4548.508,2507.853,355.629,4954.916,3357.644,84.944,465.023,3619.875,8936,8936,1759.478,1327.141,4305.238,584.499,3355.678,1625.171,3367.051,1759.408,1304.860,6008.939,552.449,3828.992,1553.186,530.298,458.234,3690.748,2912.617,3195.414,368.398,2288.579,661.041,8936,620.713,8936,4546.461,8936,214.896,1229.473,8936,687.588,3194.823,6315.878,4502.585,2074.045,8936,403.776,535.243,8936,8936,1822.794,2153.229,5324.457,8936,5759.252,8936,1804.387,2469.994,8936,8936,3367.063,3550.969,8936,8936,1791.787,8936,2618.377,333.527,8936,6305.285,8936,8936,5526.756,3394.565,1605.971,312.711,1734.295,655.501,120.303,5771.892,732.884,8936,27.793,8936,8936,8936,5380.059,1136.365,4905.884,1685.816,8936,8936,8936,8936,8936,5532.648,1451.914,8936,1479.032,8936,2241.572,738.805,3440.706,888.606,490.490,1418.766,343.524,164.859,378.300,8936,1606.693,3628.370,2452.125,8936,1491.626,8936,1735.305,HIV1_M
